stock_symbol,stock_name,stock_industry,stock_market_cap,stock_risk_level,opinion
BAJFINANCE,Bajaj Finance Ltd,Financials,Largecap,Moderate Risk,bad
BAJRFIN,Bajrang Finance Ltd,Financials,Smallcap,Low Risk,bad
BALAJITELE,Balaji Telefilms Ltd,Communication Services,Smallcap,Moderate Risk,bad
BALAXI,Balaxi Pharmaceuticals Ltd,Financials,Smallcap,Moderate Risk,bad
BALFC,Baid Leasing and Finance Co Ltd,Financials,Smallcap,High Risk,bad
BALGOPAL,Balgopal Commercial Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
BALKRISHNA,Balkrishna Paper Mills Ltd,Materials,Smallcap,Moderate Risk,bad
BALKRISIND,Balkrishna Industries Ltd,Consumer Discretionary,Midcap,Low Risk,bad
BALLARPUR,Ballarpur Industries Ltd,Materials,Smallcap,High Risk,bad
BALMLAWRIE,Balmer Lawrie and Company Ltd,Industrials,Smallcap,Moderate Risk,bad
BALPHARMA,Bal Pharma Ltd,Health Care,Smallcap,High Risk,bad
BALTE,Balurghat Technologies Ltd,Industrials,Smallcap,Moderate Risk,bad
BALUFORGE,Balu Forge Industries Ltd,Industrials,Smallcap,Low Risk,bad
BAMBINO,Bambino Agro Industries Ltd,Consumer Staples,Smallcap,High Risk,bad
BAMPSL,BAMPSL Securities Ltd,Financials,Smallcap,Moderate Risk,bad
BANARBEADS,Banaras Beads Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BANARISUG,Bannari Amman Sugars Ltd,Consumer Staples,Smallcap,Low Risk,bad
BANCOINDIA,Banco Products (India) Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BANG,Bang Overseas Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BANKA,Banka BioLoo Ltd,Industrials,Smallcap,High Risk,bad
BANKBARODA,Bank of Baroda Ltd,Financials,Midcap,Moderate Risk,bad
BANKINDIA,Bank of India Ltd,Financials,Midcap,Moderate Risk,bad
BANSTEA,Bansisons Tea Industries Ltd,Consumer Staples,Smallcap,Low Risk,bad
BANSWRAS,Banswara Syntex Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BAPACK,B & A Packaging India Ltd,Materials,Smallcap,Low Risk,bad
BARBEQUE,Barbeque-Nation Hospitality Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BAROEXT,Baroda Extrusion Ltd,Industrials,Smallcap,Moderate Risk,bad
BARONINF,Baron Infotech Ltd,Information Technology,Smallcap,Low Risk,bad
BARTRONICS,Bartronics India Ltd,Financials,Smallcap,Moderate Risk,bad
BASANTGL,Basant Agro Tech (India) Ltd,Materials,Smallcap,High Risk,bad
BASML,Bannari Amman Spinning Mills Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BATAINDIA,Bata India Ltd,Consumer Discretionary,Midcap,Low Risk,bad
BATLIBOI,Batliboi Ltd,Industrials,Smallcap,Moderate Risk,bad
BAYERCROP,Bayer CropScience Ltd,Materials,Midcap,Low Risk,bad
BBL,Bharat Bijlee Ltd,Industrials,Smallcap,Moderate Risk,bad
BBTC,Bombay Burmah Trading Corporation Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
BBTCL,B&B Triplewall Containers Ltd,Materials,Smallcap,High Risk,bad
BCG,Brightcom Group Ltd,Communication Services,Smallcap,High Risk,bad
BCLENTERPR,BCL Enterprises Ltd,Financials,Smallcap,Moderate Risk,bad
BCLIND,BCL Industries Ltd,Consumer Staples,Smallcap,High Risk,bad
BCONCEPTS,Brand Concepts Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BCP,BC Power Controls Ltd,Industrials,Smallcap,Moderate Risk,bad
BCPL,BCPL Railway Infrastructure Ltd,Industrials,Smallcap,High Risk,bad
BDH,BDH Industries Ltd,Health Care,Smallcap,Low Risk,bad
BDL,Bharat Dynamics Ltd,Industrials,Smallcap,Moderate Risk,bad
BEARDSELL,Beardsell Ltd,Industrials,Smallcap,Moderate Risk,bad
BEDMUTHA,Bedmutha Industries Ltd,Materials,Smallcap,Moderate Risk,bad
BEEKAY,Beekay Steel Industries Ltd,Materials,Smallcap,Moderate Risk,bad
BELLACASA,Bella Casa Fashion & Retail Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BEMHY,Bemco Hydraulics Ltd,Industrials,Smallcap,Moderate Risk,bad
BENARA,Benara Bearings and Pistons Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BENARAS,Benares Hotels Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
BENGALASM,Bengal & Assam Company Ltd,Financials,Smallcap,Low Risk,bad
BENGALT,Bengal Tea and Fabrics Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BEPL,Bhansali Engg Polymers Ltd,Materials,Smallcap,High Risk,bad
BERGEPAINT,Berger Paints India Ltd,Materials,Largecap,Low Risk,bad
BERLDRG,Beryl Drugs Ltd,Health Care,Smallcap,High Risk,bad
BERVINL,Bervin Investment and Leasing Ltd,Financials,Smallcap,Moderate Risk,bad
BERYLSE,Beryl Securities Ltd,Financials,Smallcap,High Risk,bad
BESTAGRO,Best Agrolife Ltd,Materials,Smallcap,Moderate Risk,bad
BETA,Beta Drugs Ltd,Health Care,Smallcap,High Risk,bad
BETXIND,Betex India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BFINVEST,BF Investment Ltd,Financials,Smallcap,Moderate Risk,bad
BFLAFL,BFL Asset Finvest Ltd,Financials,Smallcap,Low Risk,bad
BFUTILITIE,Bf Utilities Limitd,Utilities,Smallcap,Moderate Risk,bad
BGJL,Bhakti Gems and Jewellery Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
BGLOBAL,Bharatiya Global Infomedia Ltd,Information Technology,Smallcap,High Risk,bad
BGRENERGY,BGR Energy Systems Ltd,Industrials,Smallcap,High Risk,bad
BGWTATO,Bhagwati Autocast Ltd,Materials,Smallcap,Moderate Risk,bad
BHAGCHEM,Bhagiradha Chemicals and Industries Ltd,Materials,Smallcap,Moderate Risk,bad
BHAGERIA,Bhageria Industries Ltd,Materials,Smallcap,Moderate Risk,bad
BHAGWOX,Bhagawati Oxygen Ltd,Materials,Smallcap,Moderate Risk,bad
BHAGYANGR,Bhagyanagar India Ltd,Industrials,Smallcap,High Risk,bad
BHAGYAPROP,Bhagyanagar Properties Ltd,Real Estate,Smallcap,Moderate Risk,bad
BHANDARI,Bhandari Hosiery Exports Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BHARAT,Bharat Bhushan Finance And Commodity Brokers Ltd,Financials,Smallcap,High Risk,bad
BHARATAGRI,Bharat Agri Fert & Realty Ltd,Materials,Smallcap,Low Risk,bad
BHARATFORG,Bharat Forge Ltd,Materials,Midcap,Moderate Risk,bad
BHARATGEAR,Bharat Gears Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BHARATRAS,Bharat Rasayan Ltd,Materials,Smallcap,Low Risk,bad
BHARATSE,Bharat Seats Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BHARATWIRE,Bharat Wire Ropes Ltd,Materials,Smallcap,Moderate Risk,bad
BHATIA,Bhatia Communications & Retail (India) Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BHEL,Bharat Heavy Electricals Ltd,Industrials,Midcap,Moderate Risk,bad
BHILSPIN,Bhilwara Spinners Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BI,Bilcare Ltd,Health Care,Smallcap,Moderate Risk,bad
BIBCL,Bharat Immunologicals and Biologicals Corporation Ltd,Health Care,Smallcap,Moderate Risk,bad
BIGBLOC,Bigbloc Construction Ltd,Industrials,Smallcap,Moderate Risk,bad
BIHSPONG,Bihar Sponge Iron Ltd,Materials,Smallcap,Low Risk,bad
BIJHANS,Bijoy Hans Ltd,Health Care,Smallcap,Low Risk,bad
BILENERGY,Bil Energy Systems Ltd,Industrials,Smallcap,High Risk,bad
BIMETAL,Bimetal Bearings Ltd,Industrials,Smallcap,Moderate Risk,bad
BINDALAGRO,Oswal Greentech Ltd,Real Estate,Smallcap,High Risk,bad
BINDALEXPO,Bindal Exports Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BINNY,Binny Ltd,Real Estate,Smallcap,High Risk,bad
BIOCON,Biocon Ltd,Health Care,Largecap,Low Risk,bad
BIOFILCHEM,Biofil Chemicals and Pharmaceuticals Ltd,Health Care,Smallcap,High Risk,bad
BIRLACABLE,Birla Cable Ltd,Communication Services,Smallcap,High Risk,bad
BIRLAMONEY,Aditya Birla Money Ltd,Financials,Smallcap,Moderate Risk,bad
BIRLAPREC,Birla Precision Technologies Ltd,Industrials,Smallcap,Moderate Risk,bad
BIRLATYRE,Birla Tyres Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BITL,Bronze Infra-Tech Ltd,Industrials,Smallcap,Moderate Risk,bad
BKMINDST,BKM Industries Ltd,Materials,Smallcap,High Risk,bad
BKV,BKV Industries Ltd,Consumer Staples,Smallcap,Low Risk,bad
BLACKROSE,Black Rose Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
BLBLIMITED,BLB Ltd,Financials,Smallcap,High Risk,bad
BLFL,Boston Leasing and Finance Ltd,Financials,Smallcap,Moderate Risk,bad
BLIL,Balmer Lawrie Investments Ltd,Industrials,Smallcap,Low Risk,bad
BLISSGVS,Bliss GVS Pharma Ltd,Health Care,Smallcap,Moderate Risk,bad
BLKASHYAP,B L Kashyap and Sons Ltd,Industrials,Smallcap,Moderate Risk,bad
BLOIN,Bloom Industries Ltd,Materials,Smallcap,Low Risk,bad
BLOOM,Bloom Dekor Ltd,Materials,Smallcap,Moderate Risk,bad
BLS,BLS International Services Ltd,Information Technology,Smallcap,High Risk,bad
BLUECHIP,Blue Chip India Ltd,Financials,Smallcap,High Risk,bad
BLUECHIPT,Blue Chip Tex Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BLUECLOUDS,Blue Cloud Softech Solutions Ltd,Information Technology,Smallcap,Low Risk,bad
BLUECOAST,Blue Coast Hotels Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BLUESTARCO,Blue Star Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
BMW,BMW Industries Ltd,Materials,Smallcap,Low Risk,bad
BNALTD,B & A Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
BNKCAP,BNK Capital Markets Ltd,Financials,Smallcap,High Risk,bad
BNRUDY,BNR Udyog Ltd,Information Technology,Smallcap,High Risk,bad
BODHTREE,Bodhtree Consulting Ltd,Information Technology,Smallcap,Moderate Risk,bad
BOHRA,Bohra Industries Ltd,Materials,Smallcap,Moderate Risk,bad
BOMBCYC,Bombay Cycle and Motor Agency Ltd,Industrials,Smallcap,Moderate Risk,bad
BOMDYEING,Bombay Dyeing and Mfg Co Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BOMOXY-B1,Bombay Oxygen Corp Ltd,Industrials,Smallcap,Moderate Risk,bad
BOROLTD,Borosil Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BORORENEW,Borosil Renewables Ltd,Health Care,Smallcap,High Risk,bad
BOSCHLTD,Bosch Ltd,Consumer Discretionary,Largecap,Low Risk,bad
BPCAP,B P Capital Ltd,Financials,Smallcap,Moderate Risk,bad
BPL,BPL Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BPLPHARMA,Bharat Parenterals Ltd,Health Care,Smallcap,Moderate Risk,bad
BPTEX,Blue Pearl Texspin Ltd,Industrials,Smallcap,Low Risk,bad
BRAHMINFRA,Brahmaputra Infrastructure Ltd,Industrials,Smallcap,High Risk,bad
BRANDREAL,Brand Realty Services Ltd,Real Estate,Smallcap,High Risk,bad
BRFL,Bombay Rayon Fashions Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BRIDGESE,Bridge Securities Ltd,Financials,Smallcap,Moderate Risk,bad
BRIGHT,Bright Solar Ltd,Industrials,Smallcap,High Risk,bad
BRIGHTBR,Bright Brothers Ltd,Materials,Smallcap,Moderate Risk,bad
BRIJLEAS,Brijlaxmi Leasing and Finance Ltd,Financials,Smallcap,Moderate Risk,bad
BRIPORT,Brilliant Portfolios Ltd,Financials,Smallcap,Low Risk,bad
BRNL,Bharat Road Network Ltd,Industrials,Smallcap,Moderate Risk,bad
BROOKS,Brooks Laboratories Ltd,Health Care,Smallcap,Moderate Risk,bad
BSELINFRA,BSEL Infrastructure Realty Ltd,Real Estate,Smallcap,High Risk,bad
BSHSL,Bombay Super Hybrid Seeds Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
BSL,BSL Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
BTML,Bodhi Tree Multimedia Ltd,Communication Services,Smallcap,High Risk,bad
BTTL,Bhilwara Technical Textiles Ltd,Industrials,Smallcap,High Risk,bad
BURGERKING,Burger King India Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BURNPUR,Burnpur Cement Ltd,Materials,Smallcap,Moderate Risk,bad
BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,Consumer Discretionary,Smallcap,High Risk,bad
BVCL,Barak Valley Cements Ltd,Materials,Smallcap,Moderate Risk,bad
BVL,BlueBlood Ventures Ltd,Financials,Smallcap,Moderate Risk,bad
BYKE,Byke Hospitality Ltd,Consumer Discretionary,Smallcap,High Risk,bad
CADILAHC,Cadila Healthcare Ltd,Health Care,Largecap,Low Risk,bad
CADSYS,Cadsys ( India ) Ltd,Information Technology,Smallcap,High Risk,bad
CALCOM,Calcom Vision Ltd,Industrials,Smallcap,High Risk,bad
CALSOFT,California Software Company Ltd,Information Technology,Smallcap,Moderate Risk,bad
CAMEXLTD,Camex Ltd,Materials,Smallcap,High Risk,bad
CANBK,Canara Bank Ltd,Financials,Midcap,Moderate Risk,bad
CANDC,C & C Constructions Ltd,Industrials,Smallcap,Moderate Risk,bad
CANOPYFIN,Canopy Finance Ltd,Financials,Smallcap,Low Risk,bad
CANTABIL,Cantabil Retail India Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
CAPFIN,Capfin India Ltd,Financials,Smallcap,Moderate Risk,bad
CAPRICORN,Capricorn Systems Global Solutions Ltd,Information Technology,Smallcap,Moderate Risk,bad
CAPRIHANS,Caprihans (India) Ltd,Materials,Smallcap,High Risk,bad
CAPTRUST,Capital Trust Ltd,Financials,Smallcap,High Risk,bad
CAREERP,Career Point Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
CARNATIN,Carnation Industries Ltd,Materials,Smallcap,High Risk,bad
CASTEXTECH,Castex Technologies Ltd,Consumer Discretionary,Smallcap,High Risk,bad
CASTROLIND,Castrol India Ltd,Materials,Midcap,Low Risk,bad
CATVISION,Catvision Ltd,Information Technology,Smallcap,Moderate Risk,bad
CCCL,Consolidated Construction Consortium Ltd,Industrials,Smallcap,High Risk,bad
CCFCL,Classic Global Finance and Capital Ltd,Financials,Smallcap,Moderate Risk,bad
CCHHL,Country Club Hospitality & Holidays Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
CCLINTER,CCL International Ltd,Industrials,Smallcap,Moderate Risk,bad
CEBBCO,Commercial Engineers & Body Builders Co Ltd,Industrials,Smallcap,High Risk,bad
CEEJAY,Ceejay Finance Ltd,Financials,Smallcap,Moderate Risk,bad
CEENIK,Ceenik Exports (India) Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
CEINSYSTECH,Ceinsys Tech Ltd,Information Technology,Smallcap,Moderate Risk,bad
CELEBRITY,Celebrity Fashions Ltd,Consumer Discretionary,Smallcap,High Risk,bad
CENLUB,Cenlub Industries Ltd,Industrials,Smallcap,High Risk,bad
CENTERAC,Centerac Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad
CENTEXT,Century Extrusions Ltd,Materials,Smallcap,High Risk,bad
CENTRALBK,Central Bank of India Ltd,Financials,Smallcap,High Risk,bad
CENTRUM,Centrum Capital Ltd,Financials,Smallcap,Moderate Risk,bad
CENTUM,Centum Electronics Ltd,Information Technology,Smallcap,Moderate Risk,bad
CEREBRAINT,Cerebra Integrated Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad
CFEL,Confidence Futuristic Energetech Ltd,Energy,Smallcap,Low Risk,bad
CGCL,Capri Global Capital Ltd,Financials,Smallcap,Moderate Risk,bad
CGPOWER,CG Power and Industrial Solutions Ltd,Industrials,Smallcap,Moderate Risk,bad
CGVAK,CG VAK Software and Exports Ltd,Information Technology,Smallcap,Moderate Risk,bad
CHAMANSEQ,Chaman Lal Setia Exports Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
CHANDNI,Chandni Textiles Engineering Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
CHANDNIMACH,Chandni Machines Ltd,Industrials,Smallcap,Moderate Risk,bad
CHANDRIMA,Chandrima Mercantiles Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
CHARMS,Charms Industries Ltd,Financials,Smallcap,Moderate Risk,bad
CHCL,Cian Healthcare Ltd,Health Care,Smallcap,High Risk,bad
CHDCHEM,CHD CHEMICALS Ltd,Industrials,Smallcap,Low Risk,bad
CHEMBOND,Chembond Chemicals Ltd,Materials,Smallcap,Moderate Risk,bad
CHEMCRUX,Chemcrux Enterprises Ltd,Materials,Smallcap,High Risk,bad
CHEMFAB,Chemfab Alkalis Ltd,Materials,Smallcap,Moderate Risk,bad
CHEMTECH,Chemtech Industrial Valves Ltd,Industrials,Smallcap,Moderate Risk,bad
CHENFERRO,Chennai Ferrous Industries Ltd,Materials,Smallcap,Moderate Risk,bad
CHEVIOT,Cheviot Co Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
CHLLTD,CHL Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
CHLOGIST,Chartered Logistics Ltd,Industrials,Smallcap,Moderate Risk,bad
CHOICEIN,Choice International Ltd,Financials,Smallcap,Low Risk,bad
CHORDIA,Chordia Food Products Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
CHOTHANI,Chothani Foods Ltd,Consumer Staples,Smallcap,High Risk,bad
CHOWGULSTM,Chowgule Steamships Ltd,Industrials,Smallcap,High Risk,bad
CHROMATIC,Chromatic India Ltd,Materials,Smallcap,High Risk,bad
CHRTEDCA,Chartered Capital and Investment Ltd,Financials,Smallcap,Moderate Risk,bad
CIANAGRO,Cian Agro Industries & Infrastructure Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
CIFL,Capital India Finance Ltd,Financials,Smallcap,High Risk,bad
CIGNITITEC,Cigniti Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad
CIL,Citizen Infoline Ltd,Communication Services,Smallcap,Moderate Risk,bad
CIMMCO,Cimmco Ltd,Industrials,Smallcap,Moderate Risk,bad
CINDRELL,Cindrella Financial Services Ltd,Financials,Smallcap,Low Risk,bad
CINELINE,Cineline India Ltd,Real Estate,Smallcap,High Risk,bad
CINERAD,Cinerad Communications Ltd,Communication Services,Smallcap,Low Risk,bad
CINEVISTA,Cinevista Ltd,Communication Services,Smallcap,Moderate Risk,bad
CISTRO,Cistro Telelink Ltd,Communication Services,Smallcap,Low Risk,bad
CITIPOR,Citi Port Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad
CITL,Consecutive Investments & Trading Co Ltd,Financials,Smallcap,Low Risk,bad
CITYONLINE,City Online Services Ltd,Communication Services,Smallcap,Low Risk,bad
CJGEL,C J Gelatine Products Ltd,Materials,Smallcap,High Risk,bad
CKFSL,Cox & Kings Financial Service Ltd,Financials,Smallcap,High Risk,bad
CKPLEISURE,CKP Leisure Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
CLEDUCATE,CL Educate Ltd,Consumer Discretionary,Smallcap,High Risk,bad
CLFL,Classic Leasing & Finance Ltd,Financials,Smallcap,Low Risk,bad
CLIOINFO,Clio Infotech Ltd,Financials,Smallcap,Moderate Risk,bad
CLNINDIA,Clariant Chemicals India Ltd,Materials,Smallcap,Moderate Risk,bad
CMBL,Corporate Merchant Bankers Ltd,Financials,Smallcap,Low Risk,bad
CMICABLES,CMI Ltd,Industrials,Smallcap,High Risk,bad
CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd,Health Care,Smallcap,High Risk,bad
CMMIPL,CMM Infraprojects Ltd,Industrials,Smallcap,Moderate Risk,bad
CNIRESLTD,CNI Research Ltd,Financials,Smallcap,High Risk,bad
CNOVAPETRO,CIL Nova Petrochemicals Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
COASTCORP,Coastal Corporation Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
COCHINM,Cochin Minerals and Rutile Ltd,Materials,Smallcap,Moderate Risk,bad
COCHINSHIP,Cochin Shipyard Ltd,Industrials,Smallcap,Low Risk,bad
COCKERILL,John Cockerill India Ltd,Industrials,Smallcap,Moderate Risk,bad
COLINZ,Colinz Laboratories Ltd,Health Care,Smallcap,Moderate Risk,bad
COLORCHIPS,Colorchips New Media Ltd,Communication Services,Smallcap,Moderate Risk,bad
COLPAL,Colgate-Palmolive (India) Ltd,Consumer Staples,Largecap,Low Risk,bad
COMCL,Comfort Commotrade Ltd,Industrials,Smallcap,Moderate Risk,bad
COMFINCAP,Comfort Fincap Ltd,Financials,Smallcap,Moderate Risk,bad
COMFINTE,Comfort Intech Ltd,Financials,Smallcap,High Risk,bad
COMPEAU,Competent Automobiles Company Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
COMPINFO,Compuage Infocom Ltd,Information Technology,Smallcap,High Risk,bad
COMPUSOFT,Compucom Software Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
COMSYN,Commercial Syn Bags Ltd,Materials,Smallcap,Moderate Risk,bad
CONCOR,Container Corporation of India Ltd,Industrials,Midcap,Low Risk,bad
CONCORD,Concord Drugs Ltd,Health Care,Smallcap,Moderate Risk,bad
CONFINT,Confidence Finance and Trading Ltd,Financials,Smallcap,Low Risk,bad
CONFIPET,Confidence Petroleum India Ltd,Energy,Smallcap,Moderate Risk,bad
CONSOFINVT,Consolidated Finvest & Holdings Ltd,Financials,Smallcap,High Risk,bad
CONSTRONIC,Constronics Infra Ltd,Health Care,Smallcap,Moderate Risk,bad
CONTCHM,Continental Chemicals Ltd,Information Technology,Smallcap,Moderate Risk,bad
CONTI,Continental Seeds and Chemicals Ltd,Consumer Staples,Smallcap,High Risk,bad
CONTICON,Continental Controls Ltd,Industrials,Smallcap,High Risk,bad
CONTILI,Contil India Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
CORALAB,Coral Laboratories Ltd,Health Care,Smallcap,Moderate Risk,bad
CORALFINAC,Coral India Finance and Housing Ltd,Real Estate,Smallcap,High Risk,bad
CORDSCABLE,Cords Cable Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
CORNE,Coral Newsprints Ltd,Materials,Smallcap,Moderate Risk,bad
COROENGG,Coromandel Engineering Company Ltd,Industrials,Smallcap,High Risk,bad
COSCO,COSCO India Ltd,Consumer Discretionary,Smallcap,High Risk,bad
COSMOFILMS,Cosmo Films Ltd,Materials,Smallcap,Moderate Risk,bad
COSYN,COSYN Ltd,Information Technology,Smallcap,High Risk,bad
COUNCODOS,Country Condo's Ltd,Real Estate,Smallcap,High Risk,bad
COX&KINGS,Cox & Kings Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
CPL,Captain Polyplast Ltd,Industrials,Smallcap,Moderate Risk,bad
CRAFTSMAN,Craftsman Automation Ltd,Industrials,Smallcap,Moderate Risk,bad
CRAVATEX,Cravatex Ltd,Industrials,Smallcap,Moderate Risk,bad
CREATIVE,Creative Peripherals and Distribution Ltd,Information Technology,Smallcap,Moderate Risk,bad
CREATIVE,Creative Castings Ltd,Materials,Smallcap,Moderate Risk,bad
CREATIVEYE,Creative Eye Ltd,Communication Services,Smallcap,Moderate Risk,bad
CREST,Crest Ventures Ltd,Financials,Smallcap,Moderate Risk,bad
CRIMSON,Crimson Metal Engineering Company Ltd,Materials,Smallcap,Low Risk,bad
CROWN,Crown Lifters Ltd,Industrials,Smallcap,Moderate Risk,bad
CROWNTOURS,Crown Tours Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
CRSTCHM,Crestchem Ltd,Materials,Smallcap,High Risk,bad
CSL,Continental Securities Ltd,Financials,Smallcap,Moderate Risk,bad
CSLFINANCE,CSL Finance Ltd,Financials,Smallcap,High Risk,bad
CSURGSU,Centenial Surgical Suture Ltd,Health Care,Smallcap,Moderate Risk,bad
CTCL,Captain Technocast Ltd,Industrials,Smallcap,High Risk,bad
CTE,Cambridge Technology Enterprises Ltd,Information Technology,Smallcap,High Risk,bad
CTL,Capital Trade Links Ltd,Financials,Smallcap,High Risk,bad
CUBEXTUB,Cubex Tubings Ltd,Materials,Smallcap,Moderate Risk,bad
CUMMINSIND,Cummins India Ltd,Industrials,Midcap,Low Risk,bad
CUPID,Cupid Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
CURATECH,CURA Technologies Ltd,Information Technology,Smallcap,Low Risk,bad
CYBERMAT,Cybermate Infotek Ltd,Information Technology,Smallcap,High Risk,bad
CYBERMEDIA,Cyber Media India Ltd,Communication Services,Smallcap,High Risk,bad
CYBERTECH,Cybertech Systems and Software Ltd,Information Technology,Smallcap,High Risk,bad
DAICHI,Dai Ichi Karkaria Ltd,Materials,Smallcap,Moderate Risk,bad
DAIKAFFI,Daikaffil Chemicals India Ltd,Materials,Smallcap,High Risk,bad
DALALSTCOM,DSJ Communications Ltd,Communication Services,Smallcap,High Risk,bad
DAMODARIND,Damodar Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad
DANGEE,Dangee Dums Ltd,Consumer Staples,Smallcap,High Risk,bad
