stock_symbol,stock_name,stock_industry,stock_market_cap,stock_risk_level,opinion,stock_ticker_url
ALICON,Alicon Castalloy Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/alicon-castalloy-ALIO?checklist=basic
ALKA,Alka India Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/alka-india-ALKL?checklist=basic
ALKALI,Alkali Metals Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/alkali-metals-ALML?checklist=basic
ALKEM,Alkem Laboratories Ltd,Health Care,Midcap,Low Risk,good,https://www.tickertape.in/stocks/alkem-laboratories-ALKE?checklist=basic
ALKYLAMINE,Alkyl Amines Chemicals Ltd,Materials,Midcap,Moderate Risk,good,https://www.tickertape.in/stocks/alkyl-amines-chemicals-ALKY?checklist=basic
ALLCARGO,Allcargo Logistics Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/allcargo-logistics-ACLL?checklist=basic
AIML,Alliance Integrated Metaliks Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/alliance-integrated-metaliks-AIM?checklist=basic
ADSL,Allied Digital Services Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/allied-digital-services-ADIS?checklist=basic
ALLSEC,Allsec Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/allsec-technologies-ALLS?checklist=basic
ALMONDZ,Almondz Global Securities Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/almondz-global-securities-ALSL?checklist=basic
ALNATRD,Alna Trading and Exports Ltd,Consumer Staples,nocap,Low Risk,bad,https://www.tickertape.in/stocks/alna-trading-and-exports-ALN?checklist=basic
ALOKINDS,Alok Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/alok-industries-ALOK?checklist=basic
ALPA,Alpa Laboratories Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/alpa-laboratories-ALPA?checklist=basic
ALPHAGEO,Alphageo (India) Ltd,Energy,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/alphageo-india-ALPI?checklist=basic
ALPHALOGIC,Alphalogic Techsys Ltd,Information Technology,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/alphalogic-techsys-ALP?checklist=basic
ALPINEHOU,Alpine Housing Development Corporation Limited,Real Estate,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/alpine-housing-development-corporation-ALPIN?checklist=basic
ALPSINDUS,Alps Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/alps-industries-ALPS?checklist=basic
ALSTONE,Alstone Textiles (India) Ltd,Consumer Discretionary,nocap,High Risk,bad,https://www.tickertape.in/stocks/alstone-textiles-india-ALS?checklist=basic
ALUFLUOR,Alufluoride Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/alufluoride-ALU?checklist=basic
AMAL,Amal Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/amal-AMAA?checklist=basic
AMALGAM,Amalgamated Electricity Company Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/amalgamated-electricity-company-AMAL?checklist=basic
AMANITRA,Amani Trading and Exports Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/amani-trading-and-exports-AMAN?checklist=basic
AMARAJABAT,Amara Raja Batteries Ltd,Industrials,Midcap,Low Risk,bad,https://www.tickertape.in/stocks/amara-raja-batteries-AMAR?checklist=basic
AMARJOTHI,Amarjothi Spinning Mills Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amarjothi-spinning-mills-AMARJ?checklist=basic
AEL,Amba Enterprises Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/amba-enterprises-AEL?checklist=basic
AMBALALSA,Ambalal Sarabhai Enterprises Ltd,Health Care,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ambalal-sarabhai-enterprises-AMBAS?checklist=basic
AMBANIORG,Ambani Organics Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/ambani-organics-AMBN?checklist=basic
AMBARPIL,Ambar Protein Industries Ltd,Consumer Staples,nocap,Low Risk,bad,https://www.tickertape.in/stocks/ambar-protein-industries-AMBA?checklist=basic
AIHL,Ambassador Intra Holdings Ltd,Consumer Discretionary,nocap,High Risk,bad,https://www.tickertape.in/stocks/ambassador-intra-holdings-AIH?checklist=basic
AMBER,Amber Enterprises India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amber-enterprises-india-AMBE?checklist=basic
AMBIKCO,Ambika Cotton Mills Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/ambika-cotton-mills-AMBK?checklist=basic
AMBITION,Ambition Mica Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ambition-mica-AMB?checklist=basic
AMBUJACEM,Ambuja Cements Ltd,Materials,Largecap,Low Risk,bad,https://www.tickertape.in/stocks/ambuja-cements-ABUJ?checklist=basic
AMCOIND,Amco India Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amco-india-AMC?checklist=basic
AMFORG,Amforge Industries Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amforge-industries-AMFO?checklist=basic
AMINTAN,Amin Tannery Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/amin-tannery-AMI?checklist=basic
AMNPLST,Amines and Plasticizers Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amines-and-plasticizers-AMN?checklist=basic
AMITINT,Amit International Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amit-international-AMIT?checklist=basic
AMARDEE,Amradeep Industries Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/amradeep-industries-AMARD?checklist=basic
ACFSL,Amrapali Capital and Finance Services Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amrapali-capital-and-finance-services-ACF?checklist=basic
AMRAFIN,Amrapali Fincap Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amrapali-fincap-AMR?checklist=basic
AMRAPLIN,Amrapali Industries Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amrapali-industries-AMRAP?checklist=basic
AMRAAGRI,Amraworld Agrico Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/amraworld-agrico-AMRA?checklist=basic
AMRITCORP,Amrit Corp Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amrit-corp-AMRI?checklist=basic
AMRUTANJAN,Amrutanjan Health Care Ltd,Health Care,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/amrutanjan-health-care-AJAN?checklist=basic
ANANDPROJ,Anand Projects Ltd,Industrials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/anand-projects-ANAN?checklist=basic
ARL,Anand Rayons Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/anand-rayons-ARL?checklist=basic
TARC,Anant Raj Global Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/anant-raj-global-TART?checklist=basic
ANANTRAJ,Anant Raj Ltd,Real Estate,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/anant-raj-ANRA?checklist=basic
ANDHRACEMT,Andhra Cements Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/andhra-cements-ANDC?checklist=basic
ANDHRAPAP,Andhra Paper Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/andhra-paper-ANDA?checklist=basic
ANDHRAPET,Andhra Petrochemicals Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/andhra-petrochemicals-AND?checklist=basic
ANDHRSUGAR,Andhra Sugars Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/andhra-sugars-ANDS?checklist=basic
ANDREWYU,Andrew Yule & Co Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/andrew-yule-and-company-ANDR?checklist=basic
ANERI,Aneri Fincap Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/aneri-fincap-ANE?checklist=basic
ANGELBRKG,Angel Broking Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/angel-broking-ANGE?checklist=basic
ANGEL,Angel Fibers Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/angel-fibers-ANG?checklist=basic
ANIKINDS,Anik Industries Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/anik-industries-ANIK?checklist=basic
ANJANIFIN,Anjani Finance Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/anjani-finance-ANJ?checklist=basic
ANJANIFOODS,Anjani Foods Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/anjani-foods-ANJA?checklist=basic
APCL,Anjani Portland Cement Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/anjani-portland-cement-ANCM?checklist=basic
ANJANI,Anjani Synthetics Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/anjani-synthetics-ANJAN?checklist=basic
ANKIN,Anka India Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/anka-india-ANK?checklist=basic
ANKITMETAL,Ankit Metal & Power Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/ankit-metal-and-power-AMPL?checklist=basic
ANMOL,Anmol India Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/anmol-india-ANM?checklist=basic
ANNAINFRA,Anna Infrastructures Ltd,Real Estate,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/anna-infrastructures-ANN?checklist=basic
ANSALBU,Ansal Buildwell Ltd,Real Estate,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/ansal-buildwell-ANSA?checklist=basic
ANSALHSG,Ansal Housing Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ansal-housing-ANSL?checklist=basic
ANSALAPI,Ansal Properties and Infrastructure Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ansal-properties-and-infrastructure-ANSP?checklist=basic
ANSHNCO,Anshuni Commercials Ltd,Consumer Discretionary,nocap,Low Risk,bad,https://www.tickertape.in/stocks/anshuni-commercials-ANSH?checklist=basic
ANTGRAPHIC,Antarctica Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/antarctica-ANTC?checklist=basic
ANTARIKSH,Antariksh Industries Ltd,Real Estate,nocap,Low Risk,bad,https://www.tickertape.in/stocks/antariksh-industries-ANT?checklist=basic
AWHCL,Antony Waste Handling Cell Ltd,Consumer Discretionary,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/antony-waste-handling-cell-AWH?checklist=basic
ANUBHAV,Anubhav Infrastructure Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/anubhav-infrastructure-ANUB?checklist=basic
ANUHPHR,Anuh Pharma Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/anuh-pharma-ANUH?checklist=basic
ANUP,Anup Engineering Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/anup-engineering-ANUE?checklist=basic
ANUPMAL,Anup Malleables Ltd,Industrials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/anup-malleables-ANUP?checklist=basic
ANUPAM,Anupam Finserv Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/anupam-finserv-ANUPA?checklist=basic
ANURAS,Anupam Rasayan India Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/anupam-rasayan-india-ANUR?checklist=basic
ANUROOP,Anuroop Packaging Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/anuroop-packaging-ANU?checklist=basic
APARINDS,Apar Industries Ltd,Industrials,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/apar-industries-APAR?checklist=basic
APCOTEXIND,Apcotex Industries Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/apcotex-industries-APCI?checklist=basic
ACFL,Apex Capital and Finance Ltd,Financials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/apex-capital-and-finance-ACFL?checklist=basic
APEX,Apex Frozen Foods Ltd,Consumer Staples,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/apex-frozen-foods-APEX?checklist=basic
APIS,Apis India Ltd,N/A,nocap,Low Risk,bad,https://www.tickertape.in/stocks/apis-india-API?checklist=basic
APLAB,Aplab Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/aplab-APLAB?checklist=basic
APOLLOFI,Apollo Finvest (India) Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/apollo-finvest-india-APOLL?checklist=basic
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Health Care,Largecap,Low Risk,good,https://www.tickertape.in/stocks/apollo-hospitals-enterprise-APLH?checklist=basic
APOLLO,Apollo Micro Systems Ltd,Information Technology,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/apollo-micro-systems-APLL?checklist=basic
APOLLOPIPE,Apollo Pipes Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/apollo-pipes-AOLL?checklist=basic
APOLSINHOT,Apollo Sindoori Hotels Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/apollo-sindoori-hotels-APOS?checklist=basic
APOLLOTRI,Apollo Tricoat Tubes Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/apollo-tricoat-tubes-APOL?checklist=basic
APOLLOTYRE,Apollo Tyres Limited,Consumer Discretionary,Midcap,Moderate Risk,good,https://www.tickertape.in/stocks/apollo-tyres-APLO?checklist=basic
APTECHT,Aptech Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/aptech-APTA?checklist=basic
ARAMBHAN,Arambhan Hospitality Services Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/arambhan-hospitality-services-ARA?checklist=basic
ARAVALIS,Aravali Securities and Finance Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/aravali-securities-and-finance-ARAV?checklist=basic
ARCEEIN,Arcee Industries Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arcee-industries-ARCE?checklist=basic
SSLFINANCE,Archana Software Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/archana-software-ARSW?checklist=basic
ADL,Archidply Decor Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/archidply-decor-ADL?checklist=basic
ARCHIDPLY,Archidply Industries Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/archidply-industries-ARCY?checklist=basic
ARCHIES,Archies Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/archies-ARGG?checklist=basic
ARCHITORG,Archit Organosys Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/archit-organosys-ARCH?checklist=basic
ARCOTECH,Arcotech Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arcotech-ARCO?checklist=basic
AREXMIS,Arex Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arex-industries-AREX?checklist=basic
ARFIN,Arfin India Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/arfin-india-ARF?checklist=basic
ARIES,Aries Agro Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/aries-agro-ARAI?checklist=basic
ARIHCAPM,Arihant Capital Markets Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/arihant-capital-markets-ARIH?checklist=basic
ARIHANT,Arihant Foundations & Housing Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arihant-foundations-and-housing-ARFL?checklist=basic
ARIHANTINS,Arihant Institute Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/arihant-institute-ARI?checklist=basic
ARIHANTSUP,Arihant Superstructures Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arihant-superstructures-ARIS?checklist=basic
ARHNTTO,Arihant Tournesol Ltd,Consumer Staples,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/arihant-tournesol-ARH?checklist=basic
ARISE,Arihant's Securities Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arihants-securities-ARISE?checklist=basic
ARISINT,Aris International Ltd,Information Technology,nocap,Low Risk,bad,https://www.tickertape.in/stocks/aris-international-ARISI?checklist=basic
ARMANFIN,Arman Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arman-financial-services-ARLF?checklist=basic
ARMAN,Arman Holdings Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/arman-holdings-ARM?checklist=basic
ARNOLD,Arnold Holdings Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arnold-holdings-ARN?checklist=basic
AROGRANITE,Aro Granite Industries Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/aro-granite-industries-AROG?checklist=basic
AROMAENT,Aroma Enterprises (India) Ltd,Consumer Staples,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/aroma-enterprises-india-ARO?checklist=basic
ARROWGREEN,Arrow Greentech Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arrow-greentech-ARRO?checklist=basic
ARSHIYA,Arshiya Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arshiya-ARSH?checklist=basic
ARTNIRMAN,Art Nirman Ltd,Real Estate,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/art-nirman-ARTN?checklist=basic
ARTEDZ,Artedz Fabs Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/artedz-fabs-ARTD?checklist=basic
ARTEFACT,Artefact Projects Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/artefact-projects-ARTE?checklist=basic
ARTEMISELC,Artemis Electricals Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/artemis-electricals-ART?checklist=basic
ARTEMISMED,Artemis Medicare Services Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/artemis-medicare-services-ATEM?checklist=basic
ARTSONEN,Artson Engineering Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/artson-engineering-ARTS?checklist=basic
ARUNAHTEL,Aruna Hotels Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/aruna-hotels-ARU?checklist=basic
ARUNIS,Arunis Abode Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/m-b-parikh-finstock-MBP?checklist=basic
ABVL,Arunjyoti Bio Ventures Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/arunjyoti-bio-ventures-ABV?checklist=basic
ARVEE,Arvee Laboratories (India) Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/arvee-laboratories-india-ARVE?checklist=basic
AFLPP,Arvind Fashions Ltd Partly Paidup,Unknown,nocap,High Risk,bad,https://www.tickertape.in/stocks/arvind-fashions-partly-paidup-AFL?checklist=basic
ARVINDFASN,Arvind Fashions Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/arvind-fashions-ARVF?checklist=basic
ARVIND,Arvind Ltd,Consumer Discretionary,Smallcap,High Risk,good,https://www.tickertape.in/stocks/arvind-ARVN?checklist=basic
ARVSMART,Arvind Smartspaces Ltd,Real Estate,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/arvind-smartspaces-ARVD?checklist=basic
ARYACAPM,Aryaman Capital Markets Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/aryaman-capital-markets-ARYA?checklist=basic
ARYAMAN,Aryaman Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/aryaman-financial-services-ARYAM?checklist=basic
ARYAN,Aryan Share & Stock Brokers Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/aryan-share-and-stock-brokers-ARY?checklist=basic
ARYAVAN,Aryavan Enterprise Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/aryavan-enterprise-ARYAV?checklist=basic
